CHEMONTID:0000660	Alkali metal sulfates	Inorganic compounds in which the largest oxoanion is sulfate, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000661	Alkali metal sulfites	Inorganic compounds in which the largest oxoanion is sulfite, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000662	Alkali metal superoxides	Inorganic compounds in which the largest oxoanion is superoxide, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000663	Benzimidazole ribonucleosides and ribonucleotides	Nucleosides with a structure that consists of an  imidazole moiety of benzimidazole is N-linked to a ribose (or deoxyribose). Nucleotides have a phosphate group linked to the C5 carbon of the ribose (or deoxyribose) moiety.	CHEMONTID:0000289
CHEMONTID:0000664	Alkali metal peroxomonosulfates	Inorganic compounds in which the largest oxoanion is peroxomonosulfate, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000665	Alkali metal peroxodisulfates	Inorganic compounds in which the largest oxoanion is peroxodisulfate, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000666	Alkali metal pyrosulfates	Inorganic compounds in which the largest oxoanion is pyrosulfate, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000667	Alkali metal tetrathionates	Inorganic compounds in which the largest oxoanion is tetrathionate, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000668	Alkali metal thiosulfates	Inorganic compounds in which the largest oxoanion is thiosulfate, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000669	Alkali metal dithionites	Inorganic compounds in which the largest oxoanion is dithionite, and in which the heaviest atom not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000670	Alkali metal hyposulfites	Inorganic compounds in which the largest oxoanion is hyposulfite, and in which the heaviest atom  not in an oxoanion is an alkali metal.	CHEMONTID:0000445
CHEMONTID:0000671	Alkaline earth metal bromates	Inorganic compounds in which the largest oxoanion is bromate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000446
CHEMONTID:0000672	Alkaline earth metal chlorates	Inorganic compounds in which the largest oxoanion is chlorate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000446
CHEMONTID:0000673	Alkaline earth metal chlorites	Inorganic compounds in which the largest oxoanion is chlorite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000446
CHEMONTID:0000674	Alkaline earth metal chromates	Inorganic compounds in which the largest oxoanion is chromate, and in which the heaviest atom is a lanthanide.	CHEMONTID:0000446
CHEMONTID:0000675	Alkaline earth metal cyanates	Inorganic compounds in which the largest oxoanion is cyanate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000446
CHEMONTID:0000676	Taxanes and derivatives	Diterpenoids with a structure based either on the taxane skeleton, or a derivative thereof. In term of phytochemistry, several derivatives of the taxane skeleton exist: 2(3->20)-abeotaxane, 3,11-cyclotaxane, 11(15->1),11(10->9)-abeotaxane, 3,8-seco-taxane, and 11(15->1)-abeotaxane, among others. More complex skeletons have been found recently, which include the taxane-derived [3.3.3] propellane ring system.	CHEMONTID:0001551
CHEMONTID:0000677	Alkaline earth metal hydroxides	Inorganic compounds in which the largest oxoanion is hydroxide, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000678	Alkaline earth metal hypobromites	Inorganic compounds in which the largest oxoanion is hypobromite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000679	Alkaline earth metal hypochlorites	Inorganic compounds in which the largest oxoanion is hypochlorite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000680	Alkaline earth metal hyponitrites	Inorganic compounds in which the largest oxoanion is hyponitrite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000681	Alkaline earth metal hypophosphites	Inorganic compounds in which the largest oxoanion is hypophosphite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000682	Alkaline earth metal iodates	Inorganic compounds in which the largest oxoanion is iodate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000683	Alkaline earth metal nitrites	Inorganic compounds in which the largest oxoanion is nitrite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000684	Alkaline earth metal nitrates	Inorganic compounds in which the largest oxoanion is nitrate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000685	Alkaline earth metal orthonitrates	Inorganic compounds in which the largest oxoanion is orthonitrate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000686	Alkaline earth metal perbromates	Inorganic compounds in which the largest oxoanion is perbromate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000687	Alkaline earth metal perchlorates	Inorganic compounds in which the largest oxoanion is perchlorate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000688	Alkaline earth metal periodates	Inorganic compounds in which the largest oxoanion is periodate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000689	Alkaline earth metal permanganates	Inorganic compounds in which the largest oxoanion is permanganate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000690	Alkaline earth metal peroxynitrates	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000691	Alkaline earth metal peroxynitrites	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000692	Alkaline earth metal perrhenates	Inorganic compounds in which the largest oxoanion is perhenate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000693	Alkaline earth metal pertechnetates	Inorganic compounds in which the largest oxoanion is pertechnetate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000694	Alkaline earth metal phosphites	Inorganic compounds in which the largest oxoanion is phosphite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000695	Alkaline earth metal phosphates	Inorganic compounds in which the largest oxoanion is phosphate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000696	Alkaline earth metal pyrophosphates	Inorganic compounds in which the largest oxoanion is pyrophosphate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000697	Alkaline earth metal selenates	Inorganic compounds in which the largest oxoanion is selenate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000698	Alkaline earth metal selenites	Inorganic compounds in which the largest oxoanion is selenite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000699	Alkaline earth metal sulfates	Inorganic compounds in which the largest oxoanion is sulfate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000700	Alkaline earth metal sulfites	Inorganic compounds in which the largest oxoanion is sulfite, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000701	Alkaline earth metal superoxides	Inorganic compounds in which the largest oxoanion is superoxide, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000702	Sesterterpene lactones	Sesterterpenoids containing a lactone ring.	CHEMONTID:0001283
CHEMONTID:0000703	Alkaline earth metal peroxomonosulfates	Inorganic compounds in which the largest oxoanion is peroxomonosulfate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000704	Alkaline earth metal peroxodisulfates	Inorganic compounds in which the largest oxoanion is peroxodisulfate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000705	Alkaline earth metal pyrosulfates	Inorganic compounds in which the largest oxoanion is pyrosulfate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000706	Alkaline earth metal tetrathionates	Inorganic compounds in which the largest oxoanion is tetrathionate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000707	Alkaline earth metal thiosulfates	Inorganic compounds in which the largest oxoanion is thiosulfate, and in which the heaviest atom not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000708	Alkaline earth metal dithionites	Inorganic compounds in which the largest oxoanion is dithionite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000446
CHEMONTID:0000709	Alkaline earth metal hyposulfites	Inorganic compounds in which the largest oxoanion is hyposulfite, and in which the heaviest atom  not in an oxoanion is an alkaline earth metal.	CHEMONTID:0000446
CHEMONTID:0000710	Post-transition metal bromates	Inorganic compounds in which the largest oxoanion is bromate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000711	Post-transition metal chlorates	Inorganic compounds in which the largest oxoanion is chlorate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000712	Post-transition metal chlorites	Inorganic compounds in which the largest oxoanion is chlorite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000713	Post-transition metal chromates	Inorganic compounds in which the largest oxoanion is chromate, and in which the heaviest atom is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000714	Post-transition metal chromites	Inorganic compounds in which the largest oxoanion is chromite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000715	Post-transition metal cyanates	Inorganic compounds in which the largest oxoanion is cyanate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000716	Chlorins	Large heterocyclic aromatic ring systems consisting, at the core, of three pyrroles and one pyrroline coupled through four methine linkages.	CHEMONTID:0001455
CHEMONTID:0000717	Post-transition metal hydroxides	Inorganic compounds in which the largest oxoanion is hydroxide, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000718	Post-transition metal hypobromites	Inorganic compounds in which the largest oxoanion is hypobromite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000719	Post-transition metal hypochlorites	Inorganic compounds in which the largest oxoanion is hypochlorite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000720	Post-transition metal hyponitrites	Inorganic compounds in which the largest oxoanion is hyponitrite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000721	Post-transition metal hypophosphites	Inorganic compounds in which the largest oxoanion is hypophosphite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000722	Post-transition metal iodates	Inorganic compounds in which the largest oxoanion is iodate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000723	Post-transition metal nitrites	Inorganic compounds in which the largest oxoanion is nitrite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000724	Post-transition metal nitrates	Inorganic compounds in which the largest oxoanion is nitrate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000725	Post-transition metal orthonitrates	Inorganic compounds in which the largest oxoanion is orthonitrate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000726	Post-transition metal perbromates	Inorganic compounds in which the largest oxoanion is perbromate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000727	Post-transition metal perchlorates	Inorganic compounds in which the largest oxoanion is perchlorate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000728	Post-transition metal periodates	Inorganic compounds in which the largest oxoanion is periodate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000729	Post-transition metal permanganates	Inorganic compounds in which the largest oxoanion is permanganate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000730	Post-transition metal peroxynitrates	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000731	Post-transition metal peroxynitrites	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000732	Post-transition metal perrhenates	Inorganic compounds in which the largest oxoanion is perhenate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000733	Post-transition metal pertechnetates	Inorganic compounds in which the largest oxoanion is pertechnetate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000734	Post-transition metal phosphites	Inorganic compounds in which the largest oxoanion is phosphite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000735	Post-transition metal phosphates	Inorganic compounds in which the largest oxoanion is phosphate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000736	Post-transition metal pyrophosphates	Inorganic compounds in which the largest oxoanion is pyrophosphate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000737	Post-transition metal selenates	Inorganic compounds in which the largest oxoanion is selenate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000738	Post-transition metal selenites	Inorganic compounds in which the largest oxoanion is selenite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000739	Post-transition metal sulfates	Inorganic compounds in which the largest oxoanion is sulfate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000740	Post-transition metal sulfites	Inorganic compounds in which the largest oxoanion is sulfite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000741	Post-transition metal superoxides	Inorganic compounds in which the largest oxoanion is superoxide, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000742	Phospholanes	Compounds containing a phospholane ring, which is a five-member saturated aliphatic heterocycle with one phosphorus atom and four carbon atoms.	CHEMONTID:0002052
CHEMONTID:0000743	Post-transition metal peroxomonosulfates	Inorganic compounds in which the largest oxoanion is peroxomonosulfate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000744	Post-transition metal peroxodisulfates	Inorganic compounds in which the largest oxoanion is peroxodisulfate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000745	Post-transition metal pyrosulfates	Inorganic compounds in which the largest oxoanion is pyrosulfate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000746	Post-transition metal tetrathionates	Inorganic compounds in which the largest oxoanion is tetrathionate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000747	Post-transition metal thiosulfates	Inorganic compounds in which the largest oxoanion is thiosulfate, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000748	Post-transition metal dithionites	Inorganic compounds in which the largest oxoanion is dithionite, and in which the heaviest atom not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000749	Post-transition metal hyposulfites	Inorganic compounds in which the largest oxoanion is hyposulfite, and in which the heaviest atom  not in an oxoanion is a post-transition metal.	CHEMONTID:0000451
CHEMONTID:0000750	Lanthanide bromates	Inorganic compounds in which the largest oxoanion is bromate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000751	Lanthanide chlorates	Inorganic compounds in which the largest oxoanion is chlorate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000752	Lanthanide chlorites	Inorganic compounds in which the largest oxoanion is chlorite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000753	Lanthanide chromates	Inorganic compounds in which the largest oxoanion is chromate, and in which the heaviest atom is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000754	Lanthanide chromites	Inorganic compounds in which the largest oxoanion is chromite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000755	Lanthanide cyanates	Inorganic compounds in which the largest oxoanion is cyanate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000756	Imidazothiazoles	Organic polycyclic compounds containing an imidazole ring fused to a thiazole ring. Imidazole is 5-membered ring consisting of three carbon atoms, and two nitrogen centers at the 1- and 3-positions. Thiazole is a 6-membered ring that contains both sulfur and nitrogen.	CHEMONTID:0000002
CHEMONTID:0000757	Lanthanide hydroxides	Inorganic compounds in which the largest oxoanion is hydroxide, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000758	Lanthanide hypobromites	Inorganic compounds in which the largest oxoanion is hypobromite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000759	Lanthanide hypochlorites	Inorganic compounds in which the largest oxoanion is hypochlorite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000760	Lanthanide hyponitrites	Inorganic compounds in which the largest oxoanion is hyponitrite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000761	Lanthanide hypophosphites	Inorganic compounds in which the largest oxoanion is hypophosphite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000762	Lanthanide iodates	Inorganic compounds in which the largest oxoanion is iodate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000763	Lanthanide nitrites	Inorganic compounds in which the largest oxoanion is nitrite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000764	Lanthanide nitrates	Inorganic compounds in which the largest oxoanion is nitrate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000765	Lanthanide orthonitrates	Inorganic compounds in which the largest oxoanion is orthonitrate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000766	Lanthanide perbromates	Inorganic compounds in which the largest oxoanion is perbromate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000767	Lanthanide perchlorates	Inorganic compounds in which the largest oxoanion is perchlorate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000768	Lanthanide periodates	Inorganic compounds in which the largest oxoanion is periodate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000769	Lanthanide permanganates	Inorganic compounds in which the largest oxoanion is permanganate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000770	Lanthanide peroxynitrates	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000771	Lanthanide peroxynitrites	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000772	Lanthanide perrhenates	Inorganic compounds in which the largest oxoanion is perhenate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000773	Lanthanide pertechnetates	Inorganic compounds in which the largest oxoanion is pertechnetate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000774	Lanthanide phosphites	Inorganic compounds in which the largest oxoanion is phosphite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000775	Lanthanide phosphates	Inorganic compounds in which the largest oxoanion is phosphate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000776	Lanthanide pyrophosphates	Inorganic compounds in which the largest oxoanion is pyrophosphate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000777	Lanthanide selenates	Inorganic compounds in which the largest oxoanion is selenate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000778	Lanthanide selenites	Inorganic compounds in which the largest oxoanion is selenite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000779	Lanthanide sulfates	Inorganic compounds in which the largest oxoanion is sulfate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000780	Lanthanide sulfites	Inorganic compounds in which the largest oxoanion is sulfite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000781	Lanthanide superoxides	Inorganic compounds in which the largest oxoanion is superoxide, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000782	Oxaphospholanes	Compounds containing an oxaphospholane moiety, which consists of a saturated aliphatic five-member ring with two oxygen atoms, a phosphorus atom, and two carbon atoms. Isomers  of oxaphospholane include 1,2-oxaphosphane, and 1,3-oxaphospholane.	CHEMONTID:0000002
CHEMONTID:0000783	Lanthanide peroxomonosulfates	Inorganic compounds in which the largest oxoanion is peroxomonosulfate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000784	Lanthanide peroxodisulfates	Inorganic compounds in which the largest oxoanion is peroxodisulfate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000785	Lanthanide pyrosulfates	Inorganic compounds in which the largest oxoanion is pyrosulfate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000786	Lanthanide tetrathionates	Inorganic compounds in which the largest oxoanion is tetrathionate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000787	Lanthanide thiosulfates	Inorganic compounds in which the largest oxoanion is thiosulfate, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000788	Lanthanide dithionites	Inorganic compounds in which the largest oxoanion is dithionite, and in which the heaviest atom not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000789	Lanthanide hyposulfites	Inorganic compounds in which the largest oxoanion is hyposulfite, and in which the heaviest atom  not in an oxoanion is a lanthanide.	CHEMONTID:0000447
CHEMONTID:0000790	Metalloid bromates	Inorganic compounds in which the largest oxoanion is bromate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000791	Metalloid chlorates	Inorganic compounds in which the largest oxoanion is chlorate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000792	Metalloid chlorites	Inorganic compounds in which the largest oxoanion is chlorite, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000793	Metalloid chromates	Inorganic compounds in which the largest oxoanion is chromate, and in which the heaviest atom is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000794	Metalloid chromites	Inorganic compounds in which the largest oxoanion is chromite, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000795	Metalloid cyanates	Inorganic compounds in which the largest oxoanion is cyanate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000796	Imidazodithiazoles	Organic compounds containing an imidazole ring fused to a dithiazole ring. Imidazole is 5-membered ring consisting of three carbon atoms, and two nitrogen centers at the 1- and 3-positions. Dithiazole is a five-membered heterocycle containing two sulfur atoms, one nitrogen atom, three carbon atoms and two double bonds	CHEMONTID:0000002
CHEMONTID:0000797	Metalloid hydroxides	Inorganic compounds in which the largest oxoanion is hydroxide, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000798	Metalloid hypobromites	Inorganic compounds in which the largest oxoanion is hypobromite, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000799	Metalloid hypochlorites	Inorganic compounds in which the largest oxoanion is hypochlorite, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000800	Metalloid hyponitrites	Inorganic compounds in which the largest oxoanion is hyponitrite, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000801	Metalloid hypophosphites	Inorganic compounds in which the largest oxoanion is hypophosphite, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000802	Metalloid iodates	Inorganic compounds in which the largest oxoanion is iodate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000803	Metalloid nitrites	Inorganic compounds in which the largest oxoanion is nitrite, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000804	Metalloid nitrates	Inorganic compounds in which the largest oxoanion is nitrate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000805	Metalloid orthonitrates	Inorganic compounds in which the largest oxoanion is orthonitrate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000806	Metalloid perbromates	Inorganic compounds in which the largest oxoanion is perbromate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000807	Metalloid perchlorates	Inorganic compounds in which the largest oxoanion is perchlorate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000808	Metalloid periodates	Inorganic compounds in which the largest oxoanion is periodate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000809	Metalloid permanganates	Inorganic compounds in which the largest oxoanion is permanganate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000810	Metalloid peroxynitrates	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000811	Metalloid peroxynitrites	Inorganic compounds in which the largest oxoanion is peroxynitrate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
CHEMONTID:0000812	Metalloid perrhenates	Inorganic compounds in which the largest oxoanion is perhenate, and in which the heaviest atom not in an oxoanion is a metalloid.	CHEMONTID:0000449
